Preko	-6895376	0.1019136,0.5258468;0.1015453,0.5295862;0.1004546,0.5331818;0.0986834,0.5364956;0.0962997,0.5394001;0.0933952,0.5417838;0.0900814,0.5435550;0.0864858,0.5446457;0.0827464,0.5450140;0.0790071,0.5446457;0.0754115,0.5435550;0.0720977,0.5417838;0.0691932,0.5394001;0.0668095,0.5364956;0.0650383,0.5331818;0.0639475,0.5295862;0.0635792,0.5258468;0.0639475,0.5221075;0.0650383,0.5185119;0.0668095,0.5151981;0.0691932,0.5122936;0.0720977,0.5099099;0.0754115,0.5081387;0.0790071,0.5070480;0.0827464,0.5066797;0.0864858,0.5070480;0.0900814,0.5081387;0.0933952,0.5099099;0.0962997,0.5122936;0.0986834,0.5151981;0.1004546,0.5185119;0.1015453,0.5221075
Demolition%20Derby	-3319126	0.1938142,0.5513828;0.2112068,0.5513828;0.2112068,0.5680799;0.1938142,0.5680799
Junkyard	-6895376	0.9646277,0.5089665;0.9861933,0.5089665;0.9861933,0.5472295;0.9646277,0.5472295
South%20Quarry	-6895376	0.3298599,0.6364802;0.3295199,0.6399323;0.3285129,0.6432516;0.3268778,0.6463107;0.3246773,0.6489921;0.3219959,0.6511927;0.3189367,0.6528279;0.3156174,0.6538348;0.3121653,0.6541747;0.3087133,0.6538348;0.3053939,0.6528279;0.3023348,0.6511927;0.2996534,0.6489921;0.2974528,0.6463107;0.2958177,0.6432516;0.2948108,0.6399323;0.2944708,0.6364802;0.2948108,0.6330281;0.2958177,0.6297088;0.2974528,0.6266497;0.2996534,0.6239683;0.3023348,0.6217678;0.3053939,0.6201326;0.3087133,0.6191257;0.3121653,0.6187857;0.3156174,0.6191257;0.3189367,0.6201326;0.3219959,0.6217678;0.3246773,0.6239683;0.3268778,0.6266497;0.3285129,0.6297088;0.3295199,0.6330281
North%20Quarry	-6895376	0.3351319,0.5948409;0.3347733,0.5984818;0.3337113,0.6019828;0.3319866,0.6052093;0.3296657,0.6080374;0.3268376,0.6103584;0.3236111,0.6120830;0.3201101,0.6131449;0.3164692,0.6135036;0.3128283,0.6131449;0.3093273,0.6120830;0.3061008,0.6103584;0.3032727,0.6080374;0.3009517,0.6052093;0.2992271,0.6019828;0.2981651,0.5984818;0.2978065,0.5948409;0.2981651,0.5912000;0.2992271,0.5876990;0.3009517,0.5844725;0.3032727,0.5816444;0.3061008,0.5793234;0.3093273,0.5775988;0.3128283,0.5765368;0.3164692,0.5761782;0.3201101,0.5765368;0.3236111,0.5775988;0.3268376,0.5793234;0.3296657,0.5816444;0.3319866,0.5844725;0.3337113,0.5876990;0.3347733,0.5912000
A2%20Bunker	-1358291	0.4484678,0.6218640;0.4480862,0.6257382;0.4469561,0.6294636;0.4451210,0.6328969;0.4426513,0.6359062;0.4396420,0.6383759;0.4362087,0.6402110;0.4324833,0.6413411;0.4286090,0.6417227;0.4247348,0.6413411;0.4210094,0.6402110;0.4175761,0.6383759;0.4145668,0.6359062;0.4120971,0.6328969;0.4102620,0.6294636;0.4091319,0.6257382;0.4087503,0.6218640;0.4091319,0.6179897;0.4102620,0.6142644;0.4120971,0.6108310;0.4145668,0.6078217;0.4175761,0.6053520;0.4210094,0.6035169;0.4247348,0.6023868;0.4286090,0.6020052;0.4324833,0.6023868;0.4362087,0.6035169;0.4396420,0.6053520;0.4426513,0.6078217;0.4451210,0.6108310;0.4469561,0.6142644;0.4480862,0.6179897
Cheese%20Factory	-6895376	0.5001763,0.6352497;0.4998464,0.6385994;0.4988693,0.6418203;0.4972827,0.6447888;0.4951474,0.6473906;0.4925455,0.6495259;0.4895771,0.6511126;0.4863561,0.6520897;0.4830065,0.6524196;0.4796568,0.6520897;0.4764359,0.6511126;0.4734674,0.6495259;0.4708656,0.6473906;0.4687303,0.6447888;0.4671436,0.6418203;0.4661666,0.6385994;0.4658367,0.6352497;0.4661666,0.6319001;0.4671436,0.6286792;0.4687303,0.6257107;0.4708656,0.6231089;0.4734674,0.6209735;0.4764359,0.6193869;0.4796568,0.6184098;0.4830065,0.6180799;0.4863561,0.6184098;0.4895771,0.6193869;0.4925455,0.6209735;0.4951474,0.6231089;0.4972827,0.6257107;0.4988693,0.6286792;0.4998464,0.6319001
Brick%20Factory	-6895376	0.9034107,0.5834032;0.9312373,0.5834032;0.9312373,0.6001005;0.9034107,0.6001005
Blato	-6895376	0.2001493,0.6513804;0.1998546,0.6543732;0.1989816,0.6572510;0.1975639,0.6599032;0.1956561,0.6622279;0.1933315,0.6641357;0.1906793,0.6655533;0.1878015,0.6664263;0.1848086,0.6667210;0.1818158,0.6664263;0.1789380,0.6655533;0.1762858,0.6641357;0.1739611,0.6622279;0.1720533,0.6599032;0.1706357,0.6572510;0.1697627,0.6543732;0.1694679,0.6513804;0.1697627,0.6483876;0.1706357,0.6455097;0.1720533,0.6428576;0.1739611,0.6405329;0.1762858,0.6386250;0.1789380,0.6372074;0.1818158,0.6363344;0.1848086,0.6360397;0.1878015,0.6363344;0.1906793,0.6372074;0.1933315,0.6386250;0.1956561,0.6405329;0.1975639,0.6428576;0.1989816,0.6455097;0.1998546,0.6483876
Fish%20Factory	-6895376	0.6497004,0.6445489;0.6493000,0.6486141;0.6481143,0.6525231;0.6461886,0.6561257;0.6435972,0.6592833;0.6404396,0.6618747;0.6368370,0.6638004;0.6329280,0.6649861;0.6288628,0.6653865;0.6247976,0.6649861;0.6208886,0.6638004;0.6172860,0.6618747;0.6141284,0.6592833;0.6115370,0.6561257;0.6096113,0.6525231;0.6084256,0.6486141;0.6080252,0.6445489;0.6084256,0.6404837;0.6096113,0.6365747;0.6115370,0.6329721;0.6141284,0.6298145;0.6172860,0.6272231;0.6208886,0.6252974;0.6247976,0.6241117;0.6288628,0.6237113;0.6329280,0.6241117;0.6368370,0.6252974;0.6404396,0.6272231;0.6435972,0.6298145;0.6461886,0.6329721;0.6481143,0.6365747;0.6493000,0.6404837
A3%20Abandoned%20Bunker	-1358291	0.2690015,0.6990073;0.2686553,0.7025227;0.2676299,0.7059030;0.2659647,0.7090183;0.2637238,0.7117490;0.2609932,0.7139899;0.2578779,0.7156551;0.2544975,0.7166805;0.2509821,0.7170267;0.2474667,0.7166805;0.2440864,0.7156551;0.2409710,0.7139899;0.2382404,0.7117490;0.2359995,0.7090183;0.2343343,0.7059030;0.2333089,0.7025227;0.2329627,0.6990073;0.2333089,0.6954919;0.2343343,0.6921116;0.2359995,0.6889962;0.2382404,0.6862656;0.2409710,0.6840246;0.2440864,0.6823595;0.2474667,0.6813341;0.2509821,0.6809878;0.2544975,0.6813341;0.2578779,0.6823595;0.2609932,0.6840246;0.2637238,0.6862656;0.2659647,0.6889962;0.2676299,0.6921116;0.2686553,0.6954919
Zaton	-6895376	0.2996239,0.7426354;0.2991820,0.7471219;0.2978734,0.7514361;0.2957482,0.7554120;0.2928882,0.7588969;0.2894033,0.7617568;0.2854274,0.7638820;0.2811133,0.7651907;0.2766268,0.7656326;0.2721402,0.7651907;0.2678261,0.7638820;0.2638502,0.7617568;0.2603653,0.7588969;0.2575053,0.7554120;0.2553802,0.7514361;0.2540715,0.7471219;0.2536296,0.7426354;0.2540715,0.7381489;0.2553802,0.7338348;0.2575053,0.7298589;0.2603653,0.7263740;0.2638502,0.7235140;0.2678261,0.7213888;0.2721402,0.7200801;0.2766268,0.7196383;0.2811133,0.7200801;0.2854274,0.7213888;0.2894033,0.7235140;0.2928882,0.7263740;0.2957482,0.7298589;0.2978734,0.7338348;0.2991820,0.7381489
Tisno	-6895376	0.4692020,0.7189021;0.4686425,0.7245829;0.4669855,0.7300453;0.4642947,0.7350795;0.4606734,0.7394921;0.4562609,0.7431133;0.4512266,0.7458042;0.4457642,0.7474612;0.4400834,0.7480207;0.4344026,0.7474612;0.4289402,0.7458042;0.4239060,0.7431133;0.4194934,0.7394921;0.4158722,0.7350795;0.4131813,0.7300453;0.4115243,0.7245829;0.4109648,0.7189021;0.4115243,0.7132214;0.4131813,0.7077589;0.4158722,0.7027247;0.4194934,0.6983122;0.4239060,0.6946909;0.4289402,0.6920000;0.4344026,0.6903430;0.4400834,0.6897835;0.4457642,0.6903430;0.4512266,0.6920000;0.4562609,0.6946909;0.4606734,0.6983122;0.4642947,0.7027247;0.4669855,0.7077589;0.4686425,0.7132214
A1%20Abandoned%20Bunker	-1358291	0.6584040,0.7109436;0.6580225,0.7148169;0.6568927,0.7185412;0.6550580,0.7219736;0.6525890,0.7249821;0.6495805,0.7274512;0.6461481,0.7292858;0.6424237,0.7304156;0.6385505,0.7307971;0.6346773,0.7304156;0.6309530,0.7292858;0.6275206,0.7274512;0.6245120,0.7249821;0.6220430,0.7219736;0.6202083,0.7185412;0.6190786,0.7148169;0.6186970,0.7109436;0.6190786,0.7070704;0.6202083,0.7033461;0.6220430,0.6999137;0.6245120,0.6969051;0.6275206,0.6944361;0.6309530,0.6926014;0.6346773,0.6914717;0.6385505,0.6910902;0.6424237,0.6914717;0.6461481,0.6926014;0.6495805,0.6944361;0.6525890,0.6969051;0.6550580,0.6999137;0.6568927,0.7033461;0.6580225,0.7070704
Naval%20Base	-993486	0.1207737,0.7631277;0.1200088,0.7708935;0.1177436,0.7783610;0.1140651,0.7852430;0.1091146,0.7912751;0.1030825,0.7962255;0.0962005,0.7999040;0.0887331,0.8021693;0.0809672,0.8029341;0.0732014,0.8021693;0.0657340,0.7999040;0.0588520,0.7962255;0.0528198,0.7912751;0.0478694,0.7852430;0.0441909,0.7783610;0.0419257,0.7708935;0.0411608,0.7631277;0.0419257,0.7553619;0.0441909,0.7478944;0.0478694,0.7410124;0.0528198,0.7349803;0.0588520,0.7300298;0.0657340,0.7263513;0.0732014,0.7240861;0.0809672,0.7233213;0.0887331,0.7240861;0.0962005,0.7263513;0.1030825,0.7300298;0.1091146,0.7349803;0.1140651,0.7410124;0.1177436,0.7478944;0.1200088,0.7553619
A4%20Airfield	-6895376	0.1882172,0.7527453;0.1878069,0.7569111;0.1865918,0.7609167;0.1846186,0.7646084;0.1819631,0.7678441;0.1787273,0.7704996;0.1750357,0.7724729;0.1710300,0.7736880;0.1668643,0.7740982;0.1626985,0.7736880;0.1586929,0.7724729;0.1550012,0.7704996;0.1517655,0.7678441;0.1491100,0.7646084;0.1471368,0.7609167;0.1459216,0.7569111;0.1455114,0.7527453;0.1459216,0.7485796;0.1471368,0.7445740;0.1491100,0.7408823;0.1517655,0.7376465;0.1550012,0.7349910;0.1586929,0.7330178;0.1626985,0.7318027;0.1668643,0.7313924;0.1710300,0.7318027;0.1750357,0.7330178;0.1787273,0.7349910;0.1819631,0.7376465;0.1846186,0.7408823;0.1865918,0.7445740;0.1878069,0.7485796
A0%20Outpost	-9843406	0.8343831,0.7709383;0.8338556,0.7762942;0.8322933,0.7814442;0.8297564,0.7861905;0.8263422,0.7903506;0.8221821,0.7937648;0.8174358,0.7963017;0.8122858,0.7978640;0.8069299,0.7983915;0.8015741,0.7978640;0.7964241,0.7963017;0.7916778,0.7937648;0.7875177,0.7903506;0.7841035,0.7861905;0.7815666,0.7814442;0.7800043,0.7762942;0.7794768,0.7709383;0.7800043,0.7655825;0.7815666,0.7604325;0.7841035,0.7556862;0.7875177,0.7515261;0.7916778,0.7481119;0.7964241,0.7455750;0.8015741,0.7440127;0.8069299,0.7434852;0.8122858,0.7440127;0.8174358,0.7455750;0.8221821,0.7481119;0.8263422,0.7515261;0.8297564,0.7556862;0.8322933,0.7604325;0.8338556,0.7655825
Rogoznica	-6895376	0.3294166,0.8555071;0.3285825,0.8639765;0.3261120,0.8721204;0.3221003,0.8796259;0.3167013,0.8862046;0.3101227,0.8916035;0.3026172,0.8956153;0.2944733,0.8980857;0.2860038,0.8989199;0.2775344,0.8980857;0.2693905,0.8956153;0.2618850,0.8916035;0.2553063,0.8862046;0.2499074,0.8796259;0.2458956,0.8721204;0.2434252,0.8639765;0.2425910,0.8555071;0.2434252,0.8470377;0.2458956,0.8388937;0.2499074,0.8313882;0.2553063,0.8248096;0.2618850,0.8194106;0.2693905,0.8153989;0.2775344,0.8129284;0.2860038,0.8120943;0.2944733,0.8129284;0.3026172,0.8153989;0.3101227,0.8194106;0.3167013,0.8248096;0.3221003,0.8313882;0.3261120,0.8388937;0.3285825,0.8470377
Z3%20Outpost	-9843406	0.4254500,0.8506817;0.4249198,0.8560651;0.4233495,0.8612416;0.4207996,0.8660122;0.4173679,0.8701938;0.4131863,0.8736255;0.4084157,0.8761755;0.4032392,0.8777457;0.3978558,0.8782759;0.3924724,0.8777457;0.3872960,0.8761755;0.3825253,0.8736255;0.3783438,0.8701938;0.3749121,0.8660122;0.3723621,0.8612416;0.3707918,0.8560651;0.3702616,0.8506817;0.3707918,0.8452983;0.3723621,0.8401219;0.3749121,0.8353512;0.3783438,0.8311697;0.3825253,0.8277380;0.3872960,0.8251880;0.3924724,0.8236178;0.3978558,0.8230875;0.4032392,0.8236178;0.4084157,0.8251880;0.4131863,0.8277380;0.4173679,0.8311697;0.4207996,0.8353512;0.4233495,0.8401219;0.4249198,0.8452983
Novigrad	-6895376	0.5331620,0.8527172;0.5326448,0.8579680;0.5311132,0.8630171;0.5286260,0.8676704;0.5252787,0.8717489;0.5212002,0.8750962;0.5165469,0.8775834;0.5114979,0.8791150;0.5062470,0.8796322;0.5009961,0.8791150;0.4959471,0.8775834;0.4912938,0.8750962;0.4872152,0.8717489;0.4838680,0.8676704;0.4813808,0.8630171;0.4798491,0.8579680;0.4793320,0.8527172;0.4798491,0.8474663;0.4813808,0.8424172;0.4838680,0.8377640;0.4872152,0.8336854;0.4912938,0.8303381;0.4959471,0.8278509;0.5009961,0.8263193;0.5062470,0.8258021;0.5114979,0.8263193;0.5165469,0.8278509;0.5212002,0.8303381;0.5252787,0.8336854;0.5286260,0.8377640;0.5311132,0.8424172;0.5326448,0.8474663
Z2%20Bunker	-1358291	0.5540106,0.8314199;0.5537233,0.8343363;0.5528727,0.8371405;0.5514913,0.8397249;0.5496323,0.8419902;0.5473670,0.8438492;0.5447826,0.8452306;0.5419784,0.8460813;0.5390620,0.8463685;0.5361457,0.8460813;0.5333415,0.8452306;0.5307571,0.8438492;0.5284918,0.8419902;0.5266327,0.8397249;0.5252514,0.8371405;0.5244007,0.8343363;0.5241135,0.8314199;0.5244007,0.8285036;0.5252514,0.8256994;0.5266327,0.8231150;0.5284918,0.8208497;0.5307571,0.8189906;0.5333415,0.8176093;0.5361457,0.8167586;0.5390620,0.8164714;0.5419784,0.8167586;0.5447826,0.8176093;0.5473670,0.8189906;0.5496323,0.8208497;0.5514913,0.8231150;0.5528727,0.8256994;0.5537233,0.8285036
Weapons%20Factory	-993486	0.7202060,0.8551207;0.7196733,0.8605282;0.7180960,0.8657280;0.7155346,0.8705201;0.7120875,0.8747203;0.7078872,0.8781675;0.7030951,0.8807288;0.6978954,0.8823062;0.6924879,0.8828388;0.6870804,0.8823062;0.6818807,0.8807288;0.6770886,0.8781675;0.6728883,0.8747203;0.6694412,0.8705201;0.6668798,0.8657280;0.6653025,0.8605282;0.6647698,0.8551207;0.6653025,0.8497132;0.6668798,0.8445135;0.6694412,0.8397214;0.6728883,0.8355211;0.6770886,0.8320740;0.6818807,0.8295126;0.6870804,0.8279353;0.6924879,0.8274027;0.6978954,0.8279353;0.7030951,0.8295126;0.7078872,0.8320740;0.7120875,0.8355211;0.7155346,0.8397214;0.7180960,0.8445135;0.7196733,0.8497132
Z0%20Airfield	-6895376	0.8901945,0.8157706;0.9180221,0.8157706;0.9180221,0.8637765;0.8901945,0.8637765
Motorbike%20Track	-6895376	0.2503300,0.8991061;0.2499366,0.9031004;0.2487715,0.9069412;0.2468795,0.9104810;0.2443333,0.9135836;0.2412307,0.9161298;0.2376909,0.9180219;0.2338501,0.9191869;0.2298558,0.9195803;0.2258614,0.9191869;0.2220206,0.9180219;0.2184809,0.9161298;0.2153783,0.9135836;0.2128320,0.9104810;0.2109400,0.9069412;0.2097749,0.9031004;0.2093815,0.8991061;0.2097749,0.8951117;0.2109400,0.8912709;0.2128320,0.8877312;0.2153783,0.8846286;0.2184809,0.8820823;0.2220206,0.8801903;0.2258614,0.8790252;0.2298558,0.8786318;0.2338501,0.8790252;0.2376909,0.8801903;0.2412307,0.8820823;0.2443333,0.8846286;0.2468795,0.8877312;0.2487715,0.8912709;0.2499366,0.8951117
Small%20Shipyard	-6895376	0.3192018,0.9079504;0.3189590,0.9104157;0.3182399,0.9127863;0.3170721,0.9149711;0.3155006,0.9168860;0.3135856,0.9184576;0.3114009,0.9196253;0.3090303,0.9203444;0.3065650,0.9205872;0.3040996,0.9203444;0.3017291,0.9196253;0.2995443,0.9184576;0.2976294,0.9168860;0.2960578,0.9149711;0.2948900,0.9127863;0.2941709,0.9104157;0.2939281,0.9079504;0.2941709,0.9054851;0.2948900,0.9031145;0.2960578,0.9009297;0.2976294,0.8990148;0.2995443,0.8974432;0.3017291,0.8962755;0.3040996,0.8955564;0.3065650,0.8953136;0.3090303,0.8955564;0.3114009,0.8962755;0.3135856,0.8974432;0.3155006,0.8990148;0.3170721,0.9009297;0.3182399,0.9031145;0.3189590,0.9054851
Salt%20Ponds	-6895376	0.4528641,0.8981561;0.4524459,0.9024013;0.4512076,0.9064834;0.4491968,0.9102455;0.4464906,0.9135430;0.4431931,0.9162492;0.4394310,0.9182600;0.4353489,0.9194983;0.4311037,0.9199165;0.4268585,0.9194983;0.4227764,0.9182600;0.4190143,0.9162492;0.4157168,0.9135430;0.4130107,0.9102455;0.4109998,0.9064834;0.4097615,0.9024013;0.4093434,0.8981561;0.4097615,0.8939109;0.4109998,0.8898288;0.4130107,0.8860667;0.4157168,0.8827692;0.4190143,0.8800631;0.4227764,0.8780522;0.4268585,0.8768139;0.4311037,0.8763958;0.4353489,0.8768139;0.4394310,0.8780522;0.4431931,0.8800631;0.4464906,0.8827692;0.4491968,0.8860667;0.4512076,0.8898288;0.4524459,0.8939109
Trainyard	-993486	0.5653035,0.8756004;0.6592234,0.8756004;0.6592234,0.9208245;0.5653035,0.9208245
Prvo%20Selo	-6895376	0.1602997,0.9562184;0.1596004,0.9633187;0.1575293,0.9701462;0.1541660,0.9764385;0.1496398,0.9819537;0.1441246,0.9864799;0.1378323,0.9898432;0.1310048,0.9919143;0.1239044,0.9926137;0.1168040,0.9919143;0.1099765,0.9898432;0.1036843,0.9864799;0.0981690,0.9819537;0.0936428,0.9764385;0.0902795,0.9701462;0.0882084,0.9633187;0.0875091,0.9562184;0.0882084,0.9491180;0.0902795,0.9422905;0.0936428,0.9359982;0.0981690,0.9304830;0.1036843,0.9259568;0.1099765,0.9225935;0.1168040,0.9205224;0.1239044,0.9198231;0.1310048,0.9205224;0.1378323,0.9225935;0.1441246,0.9259568;0.1496398,0.9304830;0.1541660,0.9359982;0.1575293,0.9422905;0.1596004,0.9491180
Z0%20Bunker	-1358291	0.8841026,0.9262190;0.8837535,0.9297638;0.8827195,0.9331723;0.8810405,0.9363136;0.8787808,0.9390671;0.8760274,0.9413267;0.8728861,0.9430057;0.8694776,0.9440397;0.8659328,0.9443889;0.8623881,0.9440397;0.8589795,0.9430057;0.8558382,0.9413267;0.8530848,0.9390671;0.8508252,0.9363136;0.8491461,0.9331723;0.8481122,0.9297638;0.8477630,0.9262190;0.8481122,0.9226743;0.8491461,0.9192657;0.8508252,0.9161245;0.8530848,0.9133710;0.8558382,0.9111114;0.8589795,0.9094324;0.8623881,0.9083984;0.8659328,0.9080492;0.8694776,0.9083984;0.8728861,0.9094324;0.8760274,0.9111114;0.8787808,0.9133710;0.8810405,0.9161245;0.8827195,0.9192657;0.8837535,0.9226743
Z0%20Bunker	-993486	0.8867879,0.9265960;0.8864228,0.9303027;0.8853416,0.9338669;0.8835858,0.9371517;0.8812230,0.9400309;0.8783438,0.9423937;0.8750590,0.9441495;0.8714948,0.9452307;0.8677881,0.9455958;0.8640814,0.9452307;0.8605171,0.9441495;0.8572323,0.9423937;0.8543532,0.9400309;0.8519903,0.9371517;0.8502346,0.9338669;0.8491533,0.9303027;0.8487883,0.9265960;0.8491533,0.9228893;0.8502346,0.9193251;0.8519903,0.9160402;0.8543532,0.9131611;0.8572323,0.9107983;0.8605171,0.9090425;0.8640814,0.9079612;0.8677881,0.9075962;0.8714948,0.9079612;0.8750590,0.9090425;0.8783438,0.9107983;0.8812230,0.9131611;0.8835858,0.9160402;0.8853416,0.9193251;0.8864228,0.9228893
Vrsar	-6895376	1.0025374,0.9667940;1.0021046,0.9711875;1.0008231,0.9754122;0.9987420,0.9793057;0.9959413,0.9827184;0.9925286,0.9855191;0.9886351,0.9876003;0.9844104,0.9888818;0.9800169,0.9893146;0.9756234,0.9888818;0.9713987,0.9876003;0.9675052,0.9855191;0.9640925,0.9827184;0.9612918,0.9793057;0.9592106,0.9754122;0.9579291,0.9711875;0.9574964,0.9667940;0.9579291,0.9624005;0.9592106,0.9581758;0.9612918,0.9542823;0.9640925,0.9508696;0.9675052,0.9480689;0.9713987,0.9459878;0.9756234,0.9447062;0.9800169,0.9442735;0.9844104,0.9447062;0.9886351,0.9459878;0.9925286,0.9480689;0.9959413,0.9508696;0.9987420,0.9542823;1.0008231,0.9581758;1.0021046,0.9624005
D1%20Graveyard	-1	0.74015625,0.00292969;0.73981999,0.00634377;0.73882414,0.00962665;0.73720697,0.01265217;0.73503062,0.01530406;0.73237873,0.01748041;0.72935321,0.01909758;0.72607033,0.02009343;0.72265625,0.02042969;0.71924217,0.02009343;0.71595929,0.01909758;0.71293377,0.01748041;0.71028188,0.01530406;0.70810553,0.01265217;0.70648836,0.00962665;0.70549251,0.00634377;0.70515625,0.00292969;0.70549251,0.00000000;0.70648836,0.00000000;0.70810553,0.00000000;0.71028188,0.00000000;0.71293377,0.00000000;0.71595929,0.00000000;0.71924217,0.00000000;0.72265625,0.00000000;0.72607033,0.00000000;0.72935321,0.00000000;0.73237873,0.00000000;0.73503062,0.00000000;0.73720697,0.00000000;0.73882414,0.00000000;0.73981999,0.00000000
D3%20City%20Warehouse	-1	0.40003349,0.01660156;0.39969723,0.02001564;0.39870138,0.02329852;0.39708421,0.02632404;0.39490786,0.02897593;0.39225597,0.03115228;0.38923045,0.03276945;0.38594757,0.03376530;0.38253349,0.03410156;0.37911941,0.03376530;0.37583653,0.03276945;0.37281101,0.03115228;0.37015912,0.02897593;0.36798277,0.02632404;0.36636560,0.02329852;0.36536975,0.02001564;0.36503349,0.01660156;0.36536975,0.01318748;0.36636560,0.00990460;0.36798277,0.00687908;0.37015912,0.00422719;0.37281101,0.00205084;0.37583653,0.00043367;0.37911941,0.00000000;0.38253349,0.00000000;0.38594757,0.00000000;0.38923045,0.00043367;0.39225597,0.00205084;0.39490786,0.00422719;0.39708421,0.00687908;0.39870138,0.00990460;0.39969723,0.01318748
D4%20Clock%20house	-1	0.18386029,0.02023495;0.18352403,0.02364903;0.18252818,0.02693191;0.18091101,0.02995743;0.17873466,0.03260932;0.17608277,0.03478567;0.17305725,0.03640284;0.16977437,0.03739869;0.16636029,0.03773495;0.16294621,0.03739869;0.15966333,0.03640284;0.15663781,0.03478567;0.15398592,0.03260932;0.15180957,0.02995743;0.15019240,0.02693191;0.14919655,0.02364903;0.14886029,0.02023495;0.14919655,0.01682087;0.15019240,0.01353799;0.15180957,0.01051247;0.15398592,0.00786058;0.15663781,0.00568423;0.15966333,0.00406706;0.16294621,0.00307121;0.16636029,0.00273495;0.16977437,0.00307121;0.17305725,0.00406706;0.17608277,0.00568423;0.17873466,0.00786058;0.18091101,0.01051247;0.18252818,0.01353799;0.18352403,0.01682087
D2%20Little%20bridge	-1	0.43957679,0.05943631;0.43924053,0.06285039;0.43824468,0.06613327;0.43662751,0.06915879;0.43445116,0.07181068;0.43179927,0.07398702;0.42877375,0.07560420;0.42549087,0.07660005;0.42207679,0.07693631;0.41866271,0.07660005;0.41537983,0.07560420;0.41235431,0.07398702;0.40970242,0.07181068;0.40752607,0.06915879;0.40590890,0.06613327;0.40491305,0.06285039;0.40457679,0.05943631;0.40491305,0.05602223;0.40590890,0.05273935;0.40752607,0.04971383;0.40970242,0.04706194;0.41235431,0.04488559;0.41537983,0.04326841;0.41866271,0.04227256;0.42207679,0.04193631;0.42549087,0.04227256;0.42877375,0.04326841;0.43179927,0.04488559;0.43445116,0.04706194;0.43662751,0.04971383;0.43824468,0.05273935;0.43924053,0.05602223
D3%20-%20General%20Store	-1	0.24894531,0.07128906;0.24860905,0.07470314;0.24761320,0.07798602;0.24599603,0.08101154;0.24381968,0.08366343;0.24116779,0.08583978;0.23814227,0.08745695;0.23485939,0.08845280;0.23144531,0.08878906;0.22803123,0.08845280;0.22474835,0.08745695;0.22172283,0.08583978;0.21907094,0.08366343;0.21689459,0.08101154;0.21527742,0.07798602;0.21428157,0.07470314;0.21394531,0.07128906;0.21428157,0.06787498;0.21527742,0.06459210;0.21689459,0.06156658;0.21907094,0.05891469;0.22172283,0.05673834;0.22474835,0.05512117;0.22803123,0.05412532;0.23144531,0.05378906;0.23485939,0.05412532;0.23814227,0.05512117;0.24116779,0.05673834;0.24381968,0.05891469;0.24599603,0.06156658;0.24761320,0.06459210;0.24860905,0.06787498
D2%20Lumbermill%20cabin	-1	0.49650391,0.08105469;0.49616765,0.08446877;0.49517180,0.08775165;0.49355462,0.09077717;0.49137827,0.09342906;0.48872639,0.09560541;0.48570087,0.09722258;0.48241799,0.09821843;0.47900391,0.09855469;0.47558983,0.09821843;0.47230695,0.09722258;0.46928143,0.09560541;0.46662954,0.09342906;0.46445319,0.09077717;0.46283601,0.08775165;0.46184016,0.08446877;0.46150391,0.08105469;0.46184016,0.07764061;0.46283601,0.07435773;0.46445319,0.07133221;0.46662954,0.06868032;0.46928143,0.06650397;0.47230695,0.06488680;0.47558983,0.06389095;0.47900391,0.06355469;0.48241799,0.06389095;0.48570087,0.06488680;0.48872639,0.06650397;0.49137827,0.06868032;0.49355462,0.07133221;0.49517180,0.07435773;0.49616765,0.07764061
D4%20Stable%20ruins	-1	0.12687500,0.08740234;0.12653874,0.09081642;0.12554289,0.09409930;0.12392572,0.09712482;0.12174937,0.09977671;0.11909748,0.10195306;0.11607196,0.10357024;0.11278908,0.10456609;0.10937500,0.10490234;0.10596092,0.10456609;0.10267804,0.10357024;0.09965252,0.10195306;0.09700063,0.09977671;0.09482428,0.09712482;0.09320711,0.09409930;0.09221126,0.09081642;0.09187500,0.08740234;0.09221126,0.08398826;0.09320711,0.08070538;0.09482428,0.07767986;0.09700063,0.07502798;0.09965252,0.07285163;0.10267804,0.07123445;0.10596092,0.07023860;0.10937500,0.06990234;0.11278908,0.07023860;0.11607196,0.07123445;0.11909748,0.07285163;0.12174937,0.07502798;0.12392572,0.07767986;0.12554289,0.08070538;0.12653874,0.08398826
D3%20Little%20town%20-%20House	-1	0.37248047,0.09130859;0.37214421,0.09472267;0.37114836,0.09800555;0.36953119,0.10103107;0.36735484,0.10368296;0.36470295,0.10585931;0.36167743,0.10747649;0.35839455,0.10847234;0.35498047,0.10880859;0.35156639,0.10847234;0.34828351,0.10747649;0.34525799,0.10585931;0.34260610,0.10368296;0.34042975,0.10103107;0.33881258,0.09800555;0.33781673,0.09472267;0.33748047,0.09130859;0.33781673,0.08789451;0.33881258,0.08461163;0.34042975,0.08158611;0.34260610,0.07893423;0.34525799,0.07675788;0.34828351,0.07514070;0.35156639,0.07414485;0.35498047,0.07380859;0.35839455,0.07414485;0.36167743,0.07514070;0.36470295,0.07675788;0.36735484,0.07893423;0.36953119,0.08158611;0.37114836,0.08461163;0.37214421,0.08789451
